Message,Actual Label,Predicted Label
boy love gal propsd bt do not mind gv lv lttrs bt frnd throw thm boy decide 2 aproach gal dt time truck speeding towards gal wn 2 hit girld boy run like hell n save ask ' hw cn u run fast ' boy reply boost secret energy n instantly girl shout energy n thy live happily 2gthr drinking boost evrydy moral story hv free msgsd gud ni8,0,0
hi speak maneesha v would like know satisfied experience reply toll free yes,0,0
private 2004 account statement 0784987 show 786 unredeemed bonus point claim call 08719180219 identifier code 45239 expire 060505,1,1
planning come chennai,0,0
huh lei,0,0
k fyi ' m back parent ' place south tampa might need deal somewhere else,0,0
449050000301 2000 price claim call 09050000301,1,1
i d check 's like 1 bowl worth leave,0,0
lovely smell bus be not tobacco,0,0
urgent mobile number award ukp2000 prize guarantee call 09061790125 landline claim 3030 valid 12hrs 150ppm,1,1
tell accenture confirm true,0,0
world run stillmaybe feel sameso itor admiti madthen correctionor let call lifeand keep run worldmay u r also runninglet run,0,0
ok enjoy r u home,0,0
not go tell friend be sure want live smoke much spend hour beg come smoke,0,0
yeah confirm staying weekend,0,0
late,0,0
nothing mean money enter account bank remove flat rate someone transfer ltgt account ltgt dollar get remove bank differ charge also differbe sure trust 9ja person send account detail cos,0,0
depend individual lor e hair dresser say pretty parent say look gong u kaypoh also dunno wat collect,0,0
great p diddy neighbor come toothpaste every morning,0,0
free messagethank use auction subscription service 18 150pmsgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270,1,1
ok darlin supose ok worry muchi film stuff mate babysit call therexx,0,0
want 2 get lay tonight want real dog location send direct 2 ur mob join uk 's large dogging network txte moan 69888nyt ec2a 31pmsg150p,1,1
please protect ethreat sib never ask sensitive information like passwordsatmsm pin thru email never share password anybody,0,0
last thing ever want hurt not think would would laugh embarassed delete tag keep going far know not even fact even feel like would hurt show really not know messy wednesday not bad problem time clean choose skype take picture sleep want go not mind thing not make bed throw laundry top can not friend house ' m embarasse 's underwear bras strew bed pillow floor 's something else use good least make bed,0,0
sef dey laugh meanwhile 's darling anjie,0,0
also know lunch menu da know,0,0
hope text meet smile let text give reason smile beautiful day,0,0
awesome deal gate charles tell last night uh yeah,0,0
hmv bonus special 500 pound genuine hmv voucher answer 4 easy question play send hmv 86688 infowww100percentrealcom,1,1
taka lor wat time u wan 2 come n look 4 we,0,0
cool come have not wine dine,0,0
please call amanda regard renew upgrade current tmobile handset free charge offer end today tel 0845 021 3680 subject 's c 's,1,1
reason ' ve speak year anyways great week good exam,0,0
lul i m gettin juicy gossip hospital two nurse talk fat gettin one think she s obese oyea,0,0
oh lk tt den take e one tt end cine lor dun wan yogasana oso,0,0
good morning plz call sir,0,0
write wat,0,0
hi hope ur day good back walk table book half eight let know ur come,0,0
free message activate 500 free text message reply message word free term condition visit www07781482378com,1,1
yes reply mail ' m go management office later plus bank later alsoor wednesday,0,0
ok,0,0
mila age23 blonde new uk look sex uk guys u like fun text mtalk 6986618 30pptxt 1st 5free 150 increment help08718728876,1,1
not get second half message,0,0
' ve reach sch already,0,0
' m back lem know be ready,0,0
message phone ' m hold,0,0
sorry able get see morning,0,0
come alivebetter correct good look figure,0,0
message free welcome new improved sex dog club unsubscribe service reply stop msgs150p 18only,1,1
say problem let know,0,0
usual u call ard 10 smth,0,0
news hassle get weed week andre money haughaighgtujhyguj,0,0
good morning dear shijutta great amp successful day,0,0
great day beautiful one,0,0
yeshe good crickiting mind,0,0
do not worry well finish march ish,0,0
opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 mature 8 stylish 9 simple pls reply,0,0
hate call do not accept even single call mine even message,0,0
twink bear scallie skin jock call not miss weekend 's fun call 08712466669 10pmin 2 stop text call 08712460324nat rate,1,1
good night dear sleepwellamptake care,0,0
register optin subscriber ur draw 4 100 gift voucher enter receipt correct ans 80062 what s no1 bbc chart,1,1
hi happy new year do not mean intrude pls let know much tuition pay last semester much semester thank,0,0
warner village 83118 c colin farrell swat wkend warner village get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk reply sony 4 mre film offer,1,1
lil fever fine,0,0
yes outside like 2 hour call whole family wake cause start 1,0,0
norm tomorrow finish 415 cos st test need sort library stuff point tomo get letter today access til end march well get move,0,0
645,0,0
okay good problem thanx,0,0
nobody decide eat dad want chinese,0,0
gam go outstanding inning,0,0
hey go quit soon xuhui work till end month,0,0
might go 2 sch yar e salon v boring,0,0
do not much image class,0,0
ur award city break could win 200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawkage16 150perwksub,1,1
thesmszonecom let send free anonymous mask messagesim send message theredo see potential abuse,1,0
love aathilove u lot,0,0
's mummy 's boy good bad positive negative mummy make wait hmmmm,0,0
2004 account 07xxxxxxxxx show 786 unredeemed point claim call 08719181259 identifier code xxxxx expire 260305,1,1
life strict teacher bcoz teacher teach lesson amp conduct exam life first conduct exam amp teach lesson happy morning,0,0
knowhe watch film computer,0,0
2nd time try 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min btnationalrate,1,1
meet rite will go home lor dun feel like comin 's ok,0,0
give one miss number please,0,0
sorry trouble u buy 4d dad 1405 1680 1843 2 big 1 small sit n sun thanx,0,0
eh u remember 2 spell name yes v naughty make v wet,0,0
gr8 new service live sex video chat mob see sexy dirty girl live ur phone 4 detail text horny 89070 cancel send stop 89070,1,1
do not think need yellow card uk travel ask someone go ltgt buck,0,0
rgent 2nd attempt contact uu 1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max7 50,1,1
sorry will call later,0,0
height confidence aeronautic professor wer calld amp wer askd 2 sit aeroplane aftr sit wer tell dat plane ws make student dey hurried plane bt 1 do not move saidif make student,0,0
see letter b car,0,0
hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg 2day 09099726395 lucy x calls1minmobsmorelkpobox177hp51fl,1,0
tunde wish great day abiola,0,0
ur physics get,0,0
sfrom training manual show tech processit password reset troubleshooting,0,0
somewhere beneath pale moon light someone think u dream come true goodnite amp sweet dream,0,0
also chat awesome not make regular unless see person,0,0
mum go robinson already,0,0
aight will work thank,0,0
day say cut ur hair paragon call hair sense noe much hair cut,0,0
neva grumble sad lor hee buy tmr lor aft lunch still meetin 4 lunch tmr neva hear fr lei get lot work ar,0,0
not hear,0,0
sac need carry,0,0
wow v v impressed fun shopping,0,0
think mentor 100 percent sure,0,0
goodmorning today late 2hrs back pain,0,0
ill obey,0,0
really hope work do not get stressful gr8 day,0,0
' m really still tonight babe,0,0
oh yeah clearly 's fault,0,0
nothing ever easy not look reason take risk life love,0,0
congrat 2 mobile 3 g videophone r call 09061744553 videochat wid ur mate play java game dload polyh music noline rentl bx420 ip4 5we 150pm,1,1
ard 4 lor,0,0
ever think live good life perfect partner txt back name age join mobile community 100psms,1,1
' m fine hope good take care,0,0
hey r watching movie tonight will prob b home early,0,0
cool want go kappa meet outside mu,0,0
yes see ya dot,0,0
yup ok,0,0
absolutely love south park recently start watch office,0,0
do not search online let know,0,0
call dad oredi,0,0
oh ho first time u use type word,0,0
be currently scotland,0,0
happy birthday youdearwith lot loverakhesh nri,0,0
go take bath ill place key window,0,0
win really 1 side long time,0,0
leave qatar tonite search opportunityall go fastpls add ur prayer dearrakhesh,0,0
hello thanx take call get job start monday,0,0
hi babe uawakefeellikw shitjustfound via aletter thatmum gotmarrie 4thnovbehind ourback fuckinniceselfish,0,0
dai da send resume i d,0,0
be think lift one,0,0
ok sweet dream,0,0
want 750 anytime network min 150 text new video phone five pound per week call 08000776320 reply delivery tomorrow,1,1
u still have not get urself jacket ah,0,0
how s pain deary r u smile,0,0
happy new year no1 man,0,0
good watch say cause get drunk motherfucker,0,0
k send,0,0
boooo always work quit,0,0
oktake careumma,0,0
die accidentally delete e msg suppose 2 put e sim archive haiz sad,0,0
go 4 e normal pilate intro,0,0
think u wrong number,0,0
okay name ur price long legal wen pick u ave x ams xx,0,0
askd u question hour answer,0,0
would like tell deep darkest fantasy call 09094646631 60pmin stop text call 08712460324 nat rate,1,1
r outside already,0,0
impossible argue always treat like sub like never release remind necessary,0,0
u early,0,0
wow boy r back take 2007 uk tour win vip ticket prebook vip club txt club 81303 trackmarque ltd infovipclub4u,1,1
aight still want get money,0,0
sorry will call later meet sir,0,0
400 xmas reward wait computer randomly pick loyal mobile customer receive 400 reward call 09066380611,1,1
ok another number,0,0
hurt n meaningful line ever compromise everything love,0,0
u love someone do not make love u much u love much do not want love anyone except gud nit,0,0
do not worry guess be busy,0,0
hi good mornin thanku wish u,0,0
good afternoon babe go day job prospect yet miss love sigh,0,0
alright will bring see like ltgt min,0,0
wondarfull song,0,0
one good dialogue cute reltnship wen die,0,0
thank talk saturday dear cherish brother role model,0,0
do not file bagi work call mei will tell find anything room,0,0
1000 's flirt txt girl bloke ur name age eg girl zoe 18 8007 join get chat,1,1
give we back i d proof ltgt rs will not allow work come home within day,0,0
5 2 work timing,0,0
' ve always brainy one,0,0
thank lovely wished rock,0,0
guy plan come,0,0
jay want work first be 4 sound,0,0
bull plan go float ikea without care world live mess another day,0,0
sorry will call later meet,0,0
wait 4 u lor need 2 feel bad lar,0,0
hear u4 call 4 rude chat private line 01223585334 cum wan 2c pic gettin shag text pix 8552 2end send stop 8552 sam xxx,1,1
k go sleep well take rest,0,0
yup leave right back soon,0,0
oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz,0,0
dunno wat get 4,0,0
oh kafter placement ah,0,0
themob check new selection content game tone gossip babes sport keep mobile fit funky text wap 82468,1,1
get room soon not put clock back til 8 shout everyone get realise 7 wahay another hour bed,0,0
li hai bored da lecturer repeat last week stuff waste time,0,0
yes not care cause know,0,0
get ready ltgt inch pleasure,0,0
sore throat 's scratch talk,0,0
send ur birthdate month year tel u ur life partner 's name method calculation reply must,0,0
ok ask abt e movie u wan ktv oso,0,0
drive read need write,0,0
yuou work get pc mom 's find spot would work need,0,0
download many ringtone u like restriction 1000s 2 choose u even send 2 yr buddys txt sir 80082 3,1,1
love start attractioni feel need every time around meshe first thing come thoughtsi would start day end hershe every time dreamlove every breath namemy life happen around hermy life name heri would cry herwill give happiness take sorrowsi ready fight anyone heri love craziest thing herlove not proove anyone girl beautiful lady whole planeti always singe praise herlove start make chicken curry end makie sambarlife beautiful thenwill get every morning thank god day mei would like say lotwill tell later,0,0
aight rush will ask jay,0,0
yeshere tv always available work place,0,0
sure since parent work tuesday not really need cover story,0,0
' m do ' m sorry hope next space give everything want remember furniture ' m around move lock lock leave key jenne,0,0
correct work today,0,0
shall bring we bottle wine keep we amused joke ill bring one anyway,0,0
r e meeting tmr,0,0
' m go 4 dinner soon,0,0
work week,0,0
ur balance 600 next question complete landmark big bob b barry c ben text b c 83738 good luck,1,0
u download fre app,0,0
yeshe really greatbhaji tell kallis good cricketer sachin worldvery tough get,0,0
great hope like man well endow ltgt inch,0,0
missionary hook doggy hook stand,0,0
promise take good care princess run please send pic get chance ttyl,0,0
send jd customer service cum account executive ur mail i d detail contact we,0,1
hi hope u get txtjourney have not gdnow 50 min late think,0,0
mm food da,0,0
text pass 69669 collect polyphonic ringtone normal gprs charge apply enjoy tone,1,1
u,0,0
u go to get deus ex,0,0
's ring come guy costume 's gift future yowife hint hint,0,0
yo call get chance friend mine want ask big order,0,0
plan yet,0,0
problem talk later,0,0
sindu get job birla soft,0,0
dun thk will quit yet hmmm go jazz yogasana oso go meet em lesson den,0,0
5 nightswe not staying port step liaotoo ex,0,0
long applebee fucking take,0,0
donno gene something,0,0
urgent 1 week free membership 100000 prize jackpot txt word claim 81010 tc wwwdbuknet lccltd pobox 4403ldnw1a7rw18,1,1
please call customer service representative 0800 169 6031 10am9pm guarantee 1000 cash 5000 prize,1,1
yeah probably,0,0
guy close,0,0
add not really care can not least get dude fuck hey money want,0,0
probably go to swing wee bit,0,0
wow healthy old airport rd lor can not thk anything else will b bathing dog later,0,0
management puzzele,0,0
urgent try contact u today draw show 800 prize guarantee call 09050003091 land line claim c52 valid12hrs,1,1
1 nokia tone 4 ur mob every week txt nok 87021 1st tone free get txtin tell ur friend 150ptone 16 reply hl 4info,1,1
yup study surfing lor ' m e lazy mode today,0,0
ya one slow poo,0,0
exact intention,0,0
whenevr ur sad whenevr ur gray remembr I m 2 listn 2 watevr u wan na say jus walk wid little whileamp promise will bring back ur smile,0,0
free 1st week no1 nokia tone 4 ur mobile every week txt nokia 8077 get txte tell ur mate wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone,1,1
u secret admirer look 2 make contact ufind rreveal think ur specialcall 09065171142stopsms08718727870150ppm,1,1
oh right ok will make sure load work day get really nasty cough today dry n shot really help,0,0
time n smile r two crucial thing life sometimes time make we forget smile sometimes someone 's smile make we forget time gud noon,0,0
try get lose fact tee hee,0,0
freemsg hey u get 1 videopic fone reply wild txt ill send u pic hurry I m bored work xxx 18 150prcvd stop2stop,1,0
fine miss much,0,0
wnt buy bmw car urgentlyit vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob,0,0
I m snowboard trip wonder planning get everyone together befor goa meet greet kind affair cheer,0,0
ok bus come soon come otherwise tomorrow,0,0
lose 10 kilo today,0,0
much bad avoid like,0,0
understand loss gain work school,0,0
sing hu think also important find someone female know place well preferably citizen also smart help navigate even thing like choose phone plan require guidance doubt ask especially girl,0,0
could ask carlos could get anybody else chip,0,0
's feel mr real valentine yo valentine even tho u hardly play,0,0
I m park next mini come today think,0,0
sorry roommate take forever ok come,0,0
daddy shu shu look 4 u u wan 2 tell u be singapore wat,0,0
smith waste dai wan na gayle,0,0
tuesday night r u 4 real,0,0
regret inform u nhs make mistakeu never actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 inconvenience,0,0
4 taco 1 rajas burrito right,0,0
alright babe,0,0
dear umma call,0,0
well 's pattern emerge friend tell drive come smoke tell ' m weed fiendmake smoke muchimpede thing see ' m hesitant,0,0
complete degree use join finance,0,0
k will take care,0,0
interflora 's late order interflora flower christmas call 0800 505060 place order midnight tomorrow,1,0
s'fine anytime good,0,0
purchase stuff today mail po box number,0,1
bday real april,0,0
nope ' m still market,0,0
ahhhhjust wake uphad bad dream u thoso do not like u right do not know anything comedy night guess I m,0,0
hi baby I m cruisin girl friend r u 2 give call hour home that s alright fone fone love jenny xxx,0,0
ltgt mca conform,0,0
r u still work,0,0
lol need cash nitro hurry come crash,0,0
except there s chick huge boob,0,0
' m freeze crave ice fml,0,0
really gooddhanush rock,0,0
outside office take,0,0
thanx 4 e brownie 's v nice,0,0
cool will text ' m way,0,0
oh get many responsibility,0,0
hello orange 1 month 's free access games news sport plus 10 free text 20 photo message reply yes term apply wwworangecoukow,1,1
wow not think common take back ur freak unless u chop,0,0
sunny california weather 's cool,0,0
jus hope true missin cos ' m really missin not do anything feel guilty yet,0,0
will not b 215 try 2 sort house ok,0,0
2marrow we d ltgt 2 aha,0,0
tell who s pls,0,0
cold do not sad dear,0,0
that s thing ape u fight death keep something minute u let go that s,0,0
's bruv hope great break rewarding semester,0,0
fair enough anything go,0,0
today sorry day ever angry ever misbehave hurt plz plz slap urself bcoz ur fault ' m basically good,0,0
do not shall buy one dear,0,0
sorry hurt,0,0
love wine dine lady,0,0
say fantastic chance anything need big life lift lose 2 live think would first person 2 die n v q,0,0
oh god ' m go to google nearby cliff,0,0
glad talk,0,0
hear u4 call 4 rude chat private line 01223585334 cum wan 2c pic gettin shag text pix 8552 2end send stop 8552 sam xxx,1,1
let make saturday monday per convenience,0,0
ya well fine bbdpooja full pimpleseven become quite blackand ur rite cold wear sweatter,0,0
ya ok dinner,0,0
great send account number,0,0
yeah go bored depressed sittin waitin phone ring hope wind drop though scary,0,0
last chance claim ur 150 worth discount voucher today text shop 85023 savamob offer mobile cs savamob pobox84 m263uz 300 sub 16,1,1
' m come whatever want,0,0
freemessage jamsterget crazy frog sound poly text mad1 real text mad2 88888 6 crazy sound 3 gbpweek 16only tc be apply,1,1
urgent try contact u today draw show 800 prize guarantee call 09050001295 land line claim a21 valid 12hrs,1,1
em olowoyey uscedu great time argentina sad secretary everything bless,0,0
much fight good nite,0,0
ltgt ish minute 5 minute ago wtf,0,0
join uk 's horny dog service u sex 2nite sign follow instruction txt entry 69888 nytec2a3lpmsg150p,1,1
call 09090900040 listen extreme dirty live chat go office right total privacy one know sic listening 60p min 247mp 0870753331018,1,0
samus shoulder yet,0,0
have not,0,0
alex know guy sell mid 's south tampa not think could set like 8,0,0
hear loud scream ltgt minute cause gyno shove thing not belong,0,0
thanx birthday already,0,0
type stuff sing,0,0
wish family merry x mas happy new year advance,0,0
100 date service call 09064012103 box334sk38ch,1,1
oh ok,0,0
haha awesome might need take doin tonight,0,0
want snow 's freeze windy,0,0
sorry will call later meet,0,0
still chance search hard get itlet try,0,0
beautiful truth gravity read carefully heart feel light someone feel heavy someone leave good night,0,0
day ask anand number,0,0
sorry get late start be way,0,0
da good good playerwhy unsold,0,0
rofl betta invest anti age product,0,0
guy kadeem not sell since break know one guy 's paranoid fuck not like sell without can not til late tonight,0,0
be do mean,0,0
doinghow,0,0
bloomberg message center 447797706009 wait apply future httpcareer bloombergcom,1,1
u get person story,0,0
nah can not help ' ve never iphone,0,0
sorry will call later,0,0
22 146tf150p,1,0
boy late 2 home father power frndship,0,0
check,0,0
hope 's result consistently intelligent kind start ask practicum link keep ear open good ttyl,0,0
hi darlin cantdo anythingtomorrow myparent aretake outfor meal u free katexxx,0,0
hey pay salary de ltgt,0,0
yeah do not stand close tho you ll catch something,0,0
ok msg u b4 leave house,0,0
still check da,0,0
private 2003 account statement 078,1,1
call,0,0
lol always convince,0,0
beautiful truth gravity read carefully heart feel light someone feel heavy someone leave good night,0,0
ok give 5 minute think see btw be alibi cut hair whole time,0,0
say go back bed can not sleep anything,0,0
keep away like,0,0
lol u trust,0,0
da birthdate certificate april real date today do not publish shall give special treat keep secret way thank wish,0,0
hey really horny want chat see naked text hot 69698 text charge 150pm unsubscribe text stop 69698,1,1
nicenicehow work,0,0
ok,0,0
pandy join 4w technology todayhe get job,0,0
awesome go to soon later tonight,0,0
wish great day moji tell offer always speechless offer easily go great length behalf stunning exam next friday keep touch sorry,0,0
maybe pressie,0,0
nicenicehow work,0,0
sarcasm not scarcasim,0,0
pls call da happen,0,0
miss call alert number call left message 07008009200,1,1
train back northampton ' m afraid ' m staying skyve today ho ho around wednesday though fancy comedy club week way,0,0
haha well late ever way could swing,0,0
santa call would little one like call santa xmas eve call 09077818151 book time calls150ppm last 3min 30 tc wwwsantacallingcom,1,0
walk mom right stagwood pass right winterstone leave victor hill address ltgt,0,0
pls help tell ashley can not find number oh,0,0
hui xin da lib,0,0
work ring u thing whole houseful screaming brat pull hair love u,0,0
wat u,0,0
strange watch 2nd one ' m bed sweet dream miss u,0,0
right be not phone someone number like,0,0
wow love sooo much know barely stand wonder day go well love think miss,0,0
want lick pussy,0,0
sorry will call later,0,0
do not thnk wrong call we,0,0
joy 's father john john name joy 's father mandan,0,0
omg joanna freaking 's look thru friend find photo 's ask stuff myspace not even log like year,0,0
plane give month end,0,0
hurry home soup do,0,0
thank ringtone order reference number x49 mobile charge 450 tone arrive please call customer service 09065989182 colourredtextcolourtxtstar,1,1
maybe say hi find get card great escape wetherspoon,0,0
ok lor,0,0
think slide enough,0,0
ok knackered come home go sleep good full time work lark,0,0
come aftr ltdecimalgt clean house,0,0
goodmorning sleep ga,0,0
sign maturity start say big thing actually start understand small thing nice evening bslvyl,0,0
try contact response offer new nokia fone camcorder hit reply call 08000930705 delivery,1,1
u call right call hand phone,0,0
take care sleep wellyou need learn change lifeyou need get convinced thati wait conversation usget convince timeyour family many sensesrespect overemphasiseor u role life,0,0
life nothing wen v get everything life everything wen v miss something real value people wil realize absence gud mrng,0,0
xam hall boy ask girl tell starting term dis answer den manage lot hesitation n lookin around silently say intha ponnungale ipaditan,0,0
be guy get back g say thinking stay mcr,0,0
mm time do not like fun,0,0
good afternoon glorious anniversary day sweet j hope find happy content prey think send teasing kiss across sea coax image fond souvenier cougarpen,0,0
hidid ask waheeda fathima leave,0,0
speak uncle john today strongly feel need sacrifice keep be go call beg listen do not make promise make clear thing easy need please let we work thing long keep expect help creativity stifle pls keep happy promise part,0,0
urgent 2nd attempt contact u 900 prize yesterday still await collection claim call 09061702893 acl03530150pm,1,1
lol yeah point guess,0,0
six chance win cash 100 20000 pound txt csh11 send 87575 cost 150pday 6days 16 tsandc apply reply hl 4 info,1,1
bugis oso near wat,0,0
ow u deyi pay 60400thousadi tell u would call,0,0
kkhow training process,0,0
apo mokka player,0,0
olol print forum post guy exact prob fix gpu replacement hopefully do not ignore,0,0
welcome select o2 service add benefit call specially train advisor free mobile dialling 402,1,1
I m arestaurant eat squid 1030 wan na dosomethe late,0,0
god ask forgiveness little child give lovely reply,0,0
yeah open chat click friend list make list easy pie,0,0
oh howda gud gud mathe en samachara chikku,0,0
will pay like ltgt yrs difficult,0,0
btw regard really try see anyone else 4th guy commit random dude,0,0
os call ubandu run without instal hard diskyou use os copy important file system give repair shop,0,0
goodnight da thangam really miss u dear,0,0
piggy r u awake bet u be still sleep ' m go 4 lunch,0,0
really tot ur paper end long ago wat u copy jus get use u happy lar still haf 2 study,0,0
500 new mobile 2004 must go txt nokia 89545 collect todayfrom 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,1,1
yeah probably still get to check leo,0,0
dle 3d imp,0,0
ha ha ha good joke girl situation seeker,0,0
win urgent mobile number award 2000 prize guarantee call 09061790121 land line claim 3030 valid 12hrs 150ppm,1,1
get arrest possession shit lttimegt pm,0,0
I m fine babe be not 2 much tho see scary movie y quite funny want 2mrw afternoon town mall sumthinxx,0,0
let know detail fri u find cos ' m tom fri mentionne chinese thank,0,0
arm fine 's cardiff uni,0,0
ur chance win 250 cash every wk txt action 80608 t'sc 's wwwmovietriviatv custcare 08712405022 1x150pwk,1,1
please call 08712402578 immediately urgent message wait,1,1
sorry will call later ltgt min,0,0
yeah imagine would really gentle unlike doc treat patient like turkey,0,0
turn friend stay whole show will not back til ltgt feel free go ahead smoke ltgt worth,0,0
wa u efficient gee thanx,0,0
onum ela pa normal,0,0
hard true much show amp express love someonethat much hurt leave get seperatedud evening,0,0
' m home n ready,0,0
back good journey let know need receipt shall tell like pendent,0,0
check room befor activity,0,0
arun u transfr amt,0,0
man always need beautiful intelligent care love adjustable cooperative wife law allow one wife,0,0
bognor splendid time year,0,0
even u do not get trouble convincingjust tel twice tel neglect msgs do not c read itjust do not reply,0,0
knowthis week ' m go tirunelvai da,0,0
ya knw u vl givit ok thanks kanoanyway enjoy wit ur family wit 1st salary,0,0
abj serve stay dad alone,0,0
yes pretty lady like single,0,0
sorry send blank msg yup try 2 serious study,0,0
would like see xxx pic hot nearly ban uk,1,0
private 2003 account statement show 800 unredeemed point call 08719899230 identifier code 41685 expire 071104,1,1
will mu like ltgt second,0,0
boy make fun today ok problem send one message fun,0,0
guarantee 200 award even 1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php rg21 4jx,1,1
hi baby I m sit bloody bus mo will not home 730 wan na somethin later call later ortxt back jess xx,0,0
not fret will buy ovulation test strip send will not get til like march send postal addressu will alrightokay,0,0
hmmm imagine ' ve come home rub foot make dinner help get ready date sure ready kind life,0,0
ok lor wat time finish,0,0
night end another day morning come special way may smile like sunny ray leave worry blue blue bay gud mrng,0,0
check error difficulty correction,0,0
yeah think use gt atm register sure be anyway help let know sure ready,0,0
de ask like,0,0
try contact reply offer 750 min 150 textand new video phone call 08002988890 reply free delivery tomorrow,1,1
ok tell half hr b4 u come need 2 prepare,0,0
see,0,0
horrible u eat mac eat u forgot abt already rite u take long 2 reply thk 's toot b4 b prepared wat shall eat,0,0
do not know oh hopefully month,0,0
right brah see later,0,0
today vodafone number end 4882 select receive 350 award number match call 09064019014 receive 350 award,1,1
guarantee 1000 cash 2000 prize claim yr prize call customer service representative 08714712394 10am7pm,1,1
please call customer service representative freephone 0808 145 4742 9am11pm guarantee 1000 cash 5000 prize,1,1
ho ho big belly laugh see ya tomo,0,0
thank honey great day,0,0
get divorce lol she s,0,0
kall bestcongrat,0,0
hey babe sorry not get soon gary come fix cause think know not go far ptbo say cost ltgt buck not know might cheaper find someone not second hand machine right let know want babe,0,0
free ringtone wait collect simply text password mix 85069 verify get usher britney fml,1,1
do not show far put new picture facebook,0,0
prashanthettan 's mother pass away last night pray family,0,0
wake long ago already dunno thing,0,0
send print out da,0,0
everybody fun evening miss,0,0
kdo evening daurgent,0,0
80488 500 free text message valid 31 december 2005,1,1
ever notice be drive anyone go slow idiot everyone drive fast maniac,1,0
seem unnecessarily affectionate,0,0
cud u tell ppl i m gona b bit l8 cos 2 bus hav gon past cos full I m still waitin 4 1 pete x,0,0
ha must walk everywhere take tram cousin say walk vic market hotel,0,0
come online today night,0,0
dunno lei like dun haf,0,0
valentine day special win 1000 quiz take partner trip lifetime send go 83600 150pmsg rcvd custcare08718720201,1,1
crucify c tell early,0,0
please inform application airtel broadband process successfully installation happen within 3 day,0,0
thank much skyped wit kz sura do not get pleasure company hope good ' ve give ultimatum oh countin aburo enjoy message send day ago,0,0
great trip india bring light everyone project everyone lucky see smile bye abiola,0,0
e admin building might b slightly early will call u ' m reach,0,0
tyler get 8th leave long 9 get like hour,0,0
si think waste rr,0,0
plz tell ans bslvyl send via fullonsmscom,0,0
not spring come early yay,0,0
haf u find feel stupid da v cam work,0,0
go nothing greatbye,0,0
yes place town meet exciting adult single uk txt chat 86688 150pmsg,1,1
guarantee late nokia phone 40 gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,1,1
get to,0,0
will late,0,0
want new video handset 750 anytime network min half price line rental camcorder reply call 08000930705 delivery tomorrow,1,1
win new harry potter order phoenix book 5 reply harry answer 5 question chance first among reader,1,1
pls confirm time collect cheque,0,0
not mean post write like many time ' ve ritten stuff let sit feel time angry left hit send stop not check phone get car not say not sleep bored would not time clean fold laundry etc least make bed,0,0
place man,0,0
hi babe chloe r u smash saturday night great weekend u miss sp visionsmscom text stop stop 150ptext,1,0
see half hour,0,0
lol oh get friend dog,0,0
ill call evening ill idea,0,0
thursday night yeah sure thing will work,0,0
7 esplanade mind give lift cos get car today,0,0
house e sky quite dark liao raining get excuse 2 run already rite hee,0,0
thankyou much call appreciate care,0,0
purity friendship two smile reading forward messageit smile see name gud evng musthu,0,0
ok,0,0
carlos take leave minute,0,0
takin shower yeah will leave ' m do,0,0
new theory argument win situation lose person do not argue ur friend kick amp say ' m always correct,0,0
sex ur mobile free sexy pic jordan text babe 88600 every wk get sexy celeb pocketbabecouk 4 pic 16 3wk 087016248,1,1
hello news job making wait fifth week yeah I m woozles weasel exeter still home 3,0,0
ok dear call chechi,0,0
k still love,0,0
ltdecimalgt common car well buy china asia find less expensive ill holla,0,0
rightio 1148 well be not bright early morning,0,0
yes 's u texte pshewmissing much,0,0
get door ' m,0,0
kit strip bill 150p netcollex ltd po box 1013 ig11 oja,1,1
